26.756 # box size 
1000   # number of sites 
0	-5.51	3.67	-1.95
1	-3.46	6.63	3.15
2	-12.40	-7.29	-5.44
3	-8.61	7.45	-10.37
4	12.58	-9.27	-1.27
5	-6.02	7.38	-1.47
6	5.57	-10.16	12.82
7	2.53	-11.04	7.37
8	-0.36	8.94	3.61
9	-2.53	-4.55	11.11
10	-12.25	6.24	-9.95
11	6.78	8.58	-3.29
12	-11.15	3.75	-5.71
13	0.25	1.38	7.40
14	-12.19	-6.30	7.65
15	-8.75	9.75	-10.68
16	-3.85	-0.84	11.78
17	8.55	-7.87	-10.02
18	-5.01	-6.27	3.91
19	-10.67	-9.90	-11.25
20	12.83	7.55	5.29
21	9.97	8.73	2.89
22	-5.24	-12.26	-10.32
23	-1.73	11.82	-10.06
24	-0.31	-8.57	8.17
25	11.02	2.99	-11.54
26	-1.32	3.22	-5.50
27	8.48	-0.14	0.61
28	1.65	-10.38	-1.83
29	12.23	0.40	4.65
30	1.91	-4.41	13.33
31	8.82	5.41	3.71
32	1.47	-5.16	-10.03
33	-1.86	-2.88	6.11
34	1.44	-7.82	6.87
35	-0.24	-0.13	0.24
36	-0.05	-11.64	1.15
37	-5.23	-1.40	-5.55
38	12.23	1.62	-8.49
39	10.00	2.31	-8.56
40	4.96	0.12	-5.06
41	-4.30	-1.98	-1.88
42	0.28	6.79	-10.85
43	-8.54	-5.75	-6.05
44	-6.69	3.09	8.39
45	7.06	-0.64	4.01
46	3.65	-5.64	1.78
47	2.56	-9.45	5.67
48	-6.95	-10.65	2.51
49	-2.77	13.10	1.16
50	1.14	5.57	11.97
51	12.10	11.48	-1.05
52	4.75	-5.56	11.57
53	-7.28	11.06	-11.87
54	-1.51	7.57	-2.03
55	-9.12	4.40	-8.49
56	-3.76	-9.09	-11.52
57	1.30	6.33	-8.85
58	5.41	-6.74	5.84
59	-10.20	-0.15	12.58
60	-11.03	8.29	12.21
61	-4.57	-9.11	-2.82
62	-2.94	7.02	-9.50
63	11.99	-3.73	8.52
64	8.62	1.45	-5.51
65	-4.21	-0.71	4.54
66	7.46	6.90	-12.88
67	6.94	-3.84	-6.89
68	1.61	-11.61	-5.27
69	11.32	2.22	5.65
70	11.42	9.03	6.00
71	9.92	-9.88	-12.96
72	-2.88	8.19	-5.88
73	2.14	12.32	8.53
74	6.45	-10.86	7.73
75	13.34	11.36	2.53
76	10.09	-6.74	0.07
77	2.47	-13.14	6.67
78	0.26	-4.92	-12.11
79	9.01	7.76	10.30
80	-8.67	-12.91	-4.21
81	10.49	-12.32	-5.59
82	-2.27	-8.77	-7.31
83	5.56	10.16	-8.55
84	6.55	3.26	12.58
85	11.00	0.05	10.63
86	3.36	-7.52	-2.98
87	-7.66	-0.46	6.28
88	5.36	-12.34	2.04
89	-10.50	-0.79	8.78
90	4.80	5.27	-8.83
91	0.65	7.27	-5.01
92	1.17	-1.03	12.99
93	-4.38	5.86	11.78
94	9.49	-12.38	7.10
95	2.82	-12.51	-11.77
96	-11.71	5.05	-0.60
97	3.89	7.78	-11.35
98	3.16	4.62	11.49
99	-1.14	8.34	-4.15
100	-0.26	-11.29	-1.09
101	2.62	10.95	-10.30
102	0.52	-9.40	-9.21
103	-0.13	9.43	9.11
104	5.71	11.67	5.47
105	-3.57	-2.90	-5.23
106	-9.68	12.57	1.16
107	9.68	12.84	1.44
108	-11.33	-11.97	6.19
109	-8.13	-12.09	-12.88
110	2.48	2.91	10.00
111	11.38	-0.25	2.79
112	-2.32	9.39	-1.03
113	-6.79	-1.14	1.74
114	-9.98	0.76	-0.98
115	-12.28	3.30	0.57
116	-10.89	13.14	7.93
117	-8.23	-7.32	-9.60
118	11.13	9.78	13.17
119	9.74	-1.14	6.85
120	-2.65	5.01	0.15
121	1.77	-8.85	-10.72
122	9.54	3.25	-6.47
123	-7.81	4.04	-1.69
124	4.44	10.02	-11.43
125	4.21	-8.60	-4.97
126	3.54	-13.12	-8.14
127	-0.39	12.64	13.08
128	-9.41	6.81	-12.17
129	11.57	-3.73	-9.24
130	-7.50	10.55	-2.93
131	1.93	12.81	-2.16
132	-7.42	12.55	0.97
133	-8.62	-8.07	4.17
134	7.49	-4.77	9.56
135	-1.91	0.02	4.70
136	5.88	-4.85	4.53
137	12.96	-9.18	-6.23
138	-3.20	1.32	-0.36
139	4.13	-9.08	9.74
140	6.83	10.37	-1.76
141	-10.58	-3.15	8.69
142	-9.65	-6.14	-2.41
143	4.59	-12.04	-3.50
144	-10.30	-1.99	-12.99
145	13.20	-2.84	10.45
146	-3.91	-11.86	10.64
147	5.62	-5.41	0.74
148	-12.68	-12.55	4.31
149	10.88	5.77	-9.10
150	-12.10	2.37	10.46
151	9.64	10.97	-3.95
152	7.13	1.00	9.13
153	9.11	-3.32	-6.60
154	10.49	10.37	4.32
155	1.57	-1.99	5.37
156	-5.64	12.16	5.99
157	-12.94	1.74	-12.86
158	-0.20	10.50	-4.18
159	5.01	-5.26	-4.54
160	4.50	-0.61	7.01
161	13.10	-3.07	4.46
162	3.30	7.89	-2.37
163	-11.47	-3.92	10.71
164	4.61	4.40	13.37
165	0.03	9.86	5.70
166	9.95	-5.58	4.49
167	-4.84	-4.26	0.96
168	-2.20	-8.11	7.01
169	-2.41	2.82	-9.06
170	-8.07	8.85	1.79
171	3.72	1.75	-8.23
172	2.16	6.70	3.54
173	-7.86	6.06	10.15
174	7.28	12.80	2.30
175	-10.82	9.62	6.82
176	-6.00	-1.32	-7.62
177	-0.76	4.60	8.76
178	13.12	5.17	-8.55
179	-6.16	3.21	-10.96
180	6.96	-3.49	-1.94
181	2.15	8.86	9.10
182	-2.95	1.98	-12.68
183	-4.06	-11.33	4.87
184	-5.41	2.25	10.32
185	-12.46	-12.46	-0.21
186	-3.85	-4.51	3.11
187	-11.95	-2.59	-11.62
188	4.79	11.04	13.37
189	-6.03	6.25	0.67
190	-7.57	7.29	13.33
191	11.37	12.52	-4.52
192	2.36	-3.20	8.56
193	5.75	-5.98	-13.08
194	12.15	7.74	3.06
195	2.08	-11.83	11.55
196	-8.03	-0.55	-3.35
197	-10.98	9.08	-0.67
198	11.35	-13.24	12.80
199	-3.55	11.42	-8.52
200	0.20	6.07	10.05
201	5.36	1.19	-1.31
202	-8.03	5.89	-5.09
203	7.17	9.16	-7.47
204	12.75	0.12	1.00
205	9.97	-4.84	-8.11
206	0.96	5.50	-3.79
207	-5.50	-12.17	-3.92
208	-10.89	-1.77	2.10
209	8.83	0.93	7.59
210	-10.78	-7.13	12.69
211	-0.77	1.58	11.15
212	-8.28	-6.16	8.17
213	-4.52	-6.89	-2.09
214	-5.66	2.06	-6.56
215	11.72	-5.93	9.07
216	5.44	6.36	-12.10
217	-0.19	-11.74	4.89
218	-9.92	-12.77	-6.03
219	9.68	-3.21	11.90
220	-7.64	-4.31	11.48
221	3.27	3.60	-9.53
222	-1.09	-3.12	-12.05
223	-4.92	-6.26	-7.39
224	-0.41	-10.38	-13.20
225	5.22	1.28	-11.33
226	2.05	12.50	3.33
227	9.16	-9.94	11.63
228	4.45	3.25	-2.22
229	11.53	11.66	-9.92
230	-7.08	11.73	9.18
231	0.14	7.26	-7.27
232	10.68	9.36	11.01
233	3.84	8.75	-7.88
234	10.93	7.85	-6.09
235	10.59	-8.68	10.46
236	1.47	2.48	-12.85
237	-12.01	-5.83	-9.75
238	-0.64	-4.24	-4.67
239	4.47	-13.13	5.50
240	2.16	13.03	-9.94
241	6.38	-2.76	9.71
242	9.19	12.93	-13.28
243	12.08	1.94	-2.23
244	-3.36	-7.63	1.15
245	2.47	-9.39	-7.81
246	-6.47	6.77	-9.96
247	-8.74	-1.38	3.00
248	-12.51	-8.75	5.47
249	-3.78	6.60	1.14
250	6.37	12.50	9.13
251	13.10	2.99	11.91
252	2.55	8.48	-4.45
253	-1.89	-11.01	-7.46
254	0.47	-4.52	8.93
255	7.00	-2.19	-3.62
256	-6.63	12.05	11.45
257	2.25	10.21	-8.12
258	7.90	-8.68	4.41
259	1.35	-6.44	10.07
260	-9.20	-9.26	-6.12
261	-5.12	8.47	5.56
262	12.86	-5.52	-6.05
263	-3.89	12.09	2.85
264	-2.30	8.55	-12.93
265	2.96	3.85	1.19
266	0.73	3.42	0.53
267	12.21	1.42	-6.24
268	-0.55	-1.85	4.62
269	-13.31	-5.56	-2.18
270	-7.60	-6.49	10.48
271	10.62	0.72	-12.19
272	-8.50	0.06	8.51
273	10.82	-9.82	-2.74
274	-11.54	-9.31	-9.18
275	-5.47	0.06	6.31
276	-11.48	-0.07	-2.44
277	-13.15	-4.39	-8.14
278	-5.08	-9.17	13.24
279	-5.45	2.36	6.42
280	-9.50	-2.73	-7.81
281	-1.87	-4.56	-1.00
282	8.42	0.74	-9.48
283	-3.94	-8.00	3.41
284	6.35	13.02	-10.91
285	13.27	5.39	11.78
286	-4.21	10.36	5.85
287	-10.93	12.20	-2.33
288	5.57	4.96	-3.59
289	10.88	-10.58	7.19
290	11.56	-6.15	-12.23
291	-5.16	4.22	-7.02
292	-8.64	8.83	12.02
293	0.94	3.24	-6.51
294	2.28	9.62	5.84
295	-12.53	3.39	4.26
296	5.99	-2.51	13.03
297	12.26	-4.56	-3.96
298	-3.97	-11.94	-6.91
299	7.07	-5.38	2.55
300	-11.78	-4.02	7.03
301	-6.44	1.75	12.31
302	2.06	6.05	-1.81
303	-13.05	-6.99	9.57
304	0.35	-10.82	8.31
305	-10.17	-7.24	7.40
306	-10.70	1.68	1.04
307	11.20	-10.67	4.87
308	10.94	-6.40	-6.95
309	-2.47	-2.05	-3.25
310	-8.35	-0.85	-7.83
311	9.98	5.76	7.11
312	9.57	-7.58	-12.21
313	-12.94	8.54	-0.07
314	2.95	3.59	6.40
315	-5.55	-8.57	8.52
316	12.14	7.88	-2.86
317	-0.95	-4.82	6.99
318	-8.62	-1.82	-11.40
319	-12.64	1.54	-3.37
320	-12.40	10.85	-5.81
321	6.98	9.41	0.45
322	1.53	-4.49	-5.19
323	-0.90	-6.83	-12.72
324	-4.74	-13.32	-8.34
325	-2.49	-7.26	-11.04
326	-11.28	5.30	-2.78
327	3.43	11.57	-3.23
328	9.89	3.93	-9.94
329	2.29	0.87	10.53
330	11.04	-1.50	-9.14
331	5.26	7.80	0.63
332	2.80	0.82	-4.49
333	2.60	12.71	0.06
334	-2.00	-8.45	4.57
335	4.43	-6.11	7.84
336	8.92	10.63	-13.08
337	-7.19	-7.52	0.67
338	1.35	-6.23	-6.59
339	-1.55	-4.99	2.74
340	-1.97	-12.00	-4.05
341	-0.88	-1.39	9.56
342	5.16	-3.46	-0.54
343	-9.00	4.22	-6.24
344	-2.13	-6.05	-4.54
345	-12.03	-9.01	-1.96
346	5.31	12.21	-7.73
347	11.45	6.06	-1.63
348	-0.42	-7.58	-1.57
349	5.56	-3.96	-12.06
350	0.09	1.53	1.92
351	-6.20	11.05	-4.61
352	6.63	0.81	-6.51
353	3.57	3.00	-11.83
354	4.40	-10.99	8.77
355	12.43	2.21	0.06
356	-1.23	9.00	7.31
357	3.09	-5.28	-3.48
358	1.98	-4.90	0.30
359	8.99	2.28	5.73
360	-5.43	2.51	2.27
361	-5.50	-3.71	6.34
362	-0.35	10.50	-0.50
363	-3.44	-9.33	8.15
364	10.51	-11.93	-1.81
365	5.44	-2.62	7.50
366	2.04	10.53	-4.55
367	6.02	8.65	8.11
368	-1.69	-0.44	11.41
369	-0.52	-12.05	-5.82
370	7.29	-10.75	-6.05
371	-10.90	-12.08	-11.19
372	7.61	-0.62	-8.04
373	5.80	-12.33	12.34
374	12.71	-2.43	-12.53
375	-3.16	2.59	6.85
376	-3.62	7.38	10.13
377	-7.45	-8.54	-13.21
378	2.95	-1.06	-12.49
379	-10.77	-10.22	1.81
380	-2.95	10.48	-6.36
381	-12.71	3.19	8.45
382	-12.12	9.42	10.59
383	5.71	-10.22	-4.45
384	7.77	5.38	0.04
385	-3.04	-9.75	0.27
386	-1.89	1.59	3.14
387	-7.88	6.36	6.45
388	-7.34	-13.37	-11.13
389	-7.38	5.41	4.31
390	7.18	3.18	10.20
391	11.09	-10.13	-5.07
392	8.20	1.40	3.72
393	3.00	-3.99	-1.60
